Question	rel_label
when was The Royal Star produced 	1856
what  is a compilation album by Pentangle	1857
in where is The Clyde River the largest 	1858
what is Borah Peak 	561
what is White City	32
Whom did Johnny Storm marry 	1859
What is Hazel Run	134
where is Westphalia	1176
who transformed into Archangel	1860
where was Whitehead born 	444
What  is the sum of five consecutive primes	1861
by whom has DVD material  been released 	1862
In where did Girl Talk reach the top ten	207
when did Hemingway commit suicide	1863
to what did market focus shift	1864
where was Bratton born  	1
Whom did 42 staff serve  	1865
what is 5	9
what is Durabrand	1478
when was Arcana 23  held  	1866
what is Lake Sherwood	140
for what did Stars pay the price 	1867
what is Arabella	197
For what is Versioning also important  	1868
What is divided into 36 districts	376
where was Han born	1
when did William die 	424
Of how many seasons will Gundam 00 consist  	537
where does dad Take Cases	1869
what is Wood River	72
For what does 6.4 pay	827
of what Reynolds died 	459
From where did Lindsey graduate	1870
when was Brinkerhoff married 	1871
what sold the company to Eutelsat	1872
where was Stoddard born 	444
What can be found in A Midsummer Night 's Dream	1066
What  hospital is in Long Beach	117
What last accessed on December 9 , 2006	1873
Who is affiliated to the All India Trade Union Congress	1770
which  city is in Louisa County	134
what is currently shown on Boomerang	1874
what  is The North Pole 	544
what did Shilo have 	1875
where did Steve go to	85
What have taken place since 1915	1876
what begins with Thales	1877
who married to a businessman	1878
For what is Two meters required 	1879
who was replaced by Laurel Gand	1880
What is located in Macoupin County	68
where did Loy die 	510
When was Parliament summoned 	1881
what was in Rupert 's Land	659
who  is a perennial candidate for public office	1882
how don't Verbs vary 	1883
where is also home to the District Court	253
what  symbolizes the spirit of Vovinam	1602
where is Babice	271
who  is given an ultimatum	1884
Where have Herbs been donated to 	1885
who was named president	839
who took refuge in the USA	1886
when was The A3 first launched 	1887
What  is located in Hermann	68
who have played in four Final Fours	1000
who was born in Kiel	1
who was born in Hanwell	1
who became the new secretary of war	517
how long is Math required 	1879
for what role Yunjin Kim auditioned 	1888
Where did Maria also appear 	529
what is a small village in Laos	271
who was a natural in front of the camera	1365
who was not liked by George	1710
where are Screens normally used 	1889
where is Goulash found 	176
How much were Damage estimates	947
When was Holy Trinity Seminary  founded 	308
What is made up of materials	735
who returned to University College	92
who was born near Kensington Gardens	19
what did Observer continue	1890
Of where did Hel become a part	1891
to whom did Ellison turn  	87
what  is actually from Berkeley	1892
who Looks at Christianity	1206
What was a newspaper published in Sydney	749
Who was re-elected in 1994 , 2000	1893
Who was brought up on a farm	1894
for what were 11	1175
What is Wayne	60
what is Acetazolamide	1895
who  was Chaffey 	1896
what was then reassigned to Muskegon	1897
What  is the official mascot of the Toronto Blue Jays	1898
where is St . Andrews	1899
Who is currently the head coach of the Wisconsin Badgers football team	1900
how is Almsy portrayed 	316
where did Bryant drive  	1901
when did Gertler commit suicide 	1863
where did Fry remain	17
what is not completely devoid of humanity	1902
who can The Muslim woman only marry	1903
what is Ames	1904
Where Newman starred  	1905
how much do Roosters weigh	1133
who prepared for a new election	1038
what also makes a variety of Lomo	1906
what relies heavily on gambling	978
who was King John  	371
what can cause contact dermatitis	1907
where  is Series two produced 	1005
What is currently working in Afghanistan	1908
who is known as Franky	825
What village is in Dunn County	197
when  will Historians do so  	1909
what consisted of 16 episodes	13
who is Wanda	1910
what did Khurja have 	871
by what was Macromedia subsequently acquired  	1911
on what is Smith a frequent guest lecturer  	1912
what  has been released on March 20 , 2008	1913
who was Cowley	1914
whom did The Braves beat 	1915
what is a town in Roberts County	60
What has Giles had  	1916
what is Pineville	134
who assumed command of V Corps	342
what were thrown in common graves	1917
What is served by two airports	1514
to where did Americus migrate  	1918
In what language is Class conducted	1919
Who died on December 6th	424
what rebuilt in 1950s	1920
what covers an area of 1,580 acres	198
where does Hillary live in 	51
who moved his company to Penrose	1921
what is allowed on an invitation-only basis	722
What did Mohler acknowledged 	1922
where has Ecuador competed  	1923
Where did Little Angels  form	1924
where is The University of West Bohemia located	1925
how does Wintergreen win 	132
what does Dancer do	1926
who had settled in Albany	1927
in what is Jennings now involved	1753
Where NY 40 enters 	1928
what were found in Madaen	176
what do The Wetlands attract	1929
Where did Gant move	33
who  is the co-author of Rapid Fire	1930
Where is Hamilton	32
When did Drives begin shipping 	1931
what were filmed in Tempe	1932
where was Goldstone born  	1
Where is Bangor	140
Who was Camphor	942
when did Freight services  cease 	1933
what suburban railway station is in Melbourne	1934
where does Coxey 's Army arrive	778
What is Exiles  	128
What play an important role in vocabulary	1935
On what could Train line be  	1936
who picked up a first down on a pass	1937
What is an increasing cause of VAP.	910
Who  took a liking to Jinx	53
when was Ryde abolished 	1938
What opened in 1917	440
What are in place	659
to whom does Matt propose	1939
What are activated through spoken commands	195
What is an art gallery in Kensington Gardens	1940
what  is Toyooka	1288
who was born on October 7 , 1866	166
What is Beln	243
for what is Lancre famous	1941
with what did Gee remain  	1942
Where is Lahti	1943
When was The Buchenwald concentration camp  established 	218
where did Cotton return to	92
who is McNamee	178
what is Washington	1944
who directly interacts with Keith	1945
who is married to Margaret	737
Who must be practicing Catholics	1946
what  are from Warner Home Video	359
Where was Little Boy  dropped  	1947
On what is Islam centred	1948
Who used to go to The Westminster Schools	1949
to what was Narayan recruited 	1950
What is Bethany	60
What can be helpful for good programming practice	1951
what  happened on Halloween night	1287
who was also recently elected to the Town Board	1952
where is home to a number of schools	73
What was part of the Manawatu electorate	9
who was made a Member of the Order of Canada	565
what does Jackson High School  offer	1953
where  are A number of museums  located	68
what  refers to underground structures	893
what did Phillips stay on as	1954
What is usually derived from charcoal	1955
of whom did The Chiefs make quick work 	1956
who is Botswana 	1957
where has a population of approximately 1.1 million people	1958
what did Guevara ask for	1959
What are centered on health	1960
who arrived on June 20	1817
 what does The KMT plan to do 	1961
What will move on to state	1962
What are also commonly added to energy drinks	1963
where was Capone buried 	1964
By what publishing company was PSM published 	1499
Who will be on UTC-10	1616
To what is Lascivious not limited	644
hat  was for three years	1175
what is Sequoyah High School	1666
Who was in Italy	659
Where  was Murphree born 	1
what is founded in England	308
Where Miyamoto made two appearances 	1965
how long did BJ try for 	1966
Where was Akam born 	1
Who won the endorsement of The Columbus Dispatch	1967
What is Port Wentworth	134
who is also a waitress	178
what has become a serious issue in recent years	1968
where do Greek troops occupy 	1679
whom did Rick Rude defeat	974
who left for Mumbai	997
What can HDMI 1.3Dolby transport 	1969
What is a form of musical notation	1485
what began its run on February 9th 2009	1970
what do Campaigners Speak Up for 	1971
What did Garvey recognize 	1972
for what are Admin tools  not a reward	1037
What had grown to a population of 6,000	119
who died some time between 1693 and 1704	1973
what are of great significance	159
Who moved to Iowa City	33
Who did not seek reelection	1974
where is Croydon located  	47
of what is CatDog a part of  	370
what was completed in October 2005	1473
to what are Opponents then reduced	1975
who was awarded an OBE in 2005	1976
what did Smith also play	930
of what is Kannur  	159
what offers associate of arts	1977
whom did The IBA get 	1674
who was returned to prison	1650
what is The Good Sam Club 	1018
To what did Ka Hsaw Wa dedicated his life	1978
what does New Zealand have 	1979
What is Parkton	60
For how many terms can a president serve	1980
What is the primary ingredient in pepper spray	687
who was a political figure in Prince Edward Island	1191
who traveled to Poland	313
